model_id,model,scene,prior,alpha,rho,utility,kl_divergence,rank,top1,top3
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.5499999999999999,0.9257944350321025,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.5499999999999999,0.9609915998930124,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.5499999999999999,0.8154079597354356,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.5499999999999999,0.9256724005593541,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.5499999999999999,0.8586695534625236,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.5,0.9813006815170341,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.5,0.9512578961050633,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.5,0.9023311129680699,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.5,0.9761518587310859,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.5,0.9162083567217638,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.5,0.9258566549264895,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.5,0.9610152911028587,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.5,0.8154643613267003,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.5,0.9256816555315867,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.5,0.8587095509050819,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.44999999999999996,0.9813013434998029,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.44999999999999996,0.951265532429855,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.44999999999999996,0.902422522740361,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.44999999999999996,0.9761778526559004,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.44999999999999996,0.9162994693174102,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.44999999999999996,0.9259189511834929,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.44999999999999996,0.9610389679267133,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.44999999999999996,0.8155208332600953,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.44999999999999996,0.9256909145768508,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.44999999999999996,0.8587495884305494,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.39999999999999997,0.9813020054113565,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.39999999999999997,0.9512731717446156,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.39999999999999997,0.9025140728523974,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.39999999999999997,0.9762038301568621,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.39999999999999997,0.9163907203396128,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.39999999999999997,0.9259813234950288,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.39999999999999997,0.9610626303156368,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.39999999999999997,0.8155773752485842,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.39999999999999997,0.9257001776879481,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.39999999999999997,0.8587896658995123,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.35,0.9813026672516593,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.35,0.951280814044553,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.35,0.9026057626324768,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.35,0.9762297911760025,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.35,0.9164821091304506,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.35,0.9260437715507511,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.35,0.9610862782208529,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.35,0.8156339870029855,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.35,0.9257094448576624,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.35,0.8588297831717299,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.3,0.9813033290206751,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.3,0.9512884593248637,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.3,0.9026975914026687,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.3,0.9762557356555596,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.3,0.9165736350259688,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.3,0.9261062950380536,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.3,0.96110991159375,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.3,0.8156906682319778,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.3,0.9257187160787582,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.3,0.8588699401061334,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.25,0.9813039907183679,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.25,0.9512961075807372,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.25,0.9027895584788286,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.25,0.976281663537973,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.25,0.9166652973561961,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.25,0.9261688936420769,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.25,0.9611335303858868,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.25,0.8157474186421034,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.25,0.9257279913439828,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.25,0.8589101365608299,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.2,0.9813046523447003,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.2,0.9513037588073453,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.2,0.9028816631706192,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.2,0.9763075747658889,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.2,0.91675709544516,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.2,0.9262315670457137,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.2,0.9611571345489832,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.2,0.8158042379377741,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.2,0.9257372706460649,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.2,0.8589503723931016,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.15000000000000002,0.9813053138996393,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.15000000000000002,0.9513114129998569,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.15000000000000002,0.9029739047815191,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.15000000000000002,0.976333469282157,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.15000000000000002,0.916849028610898,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.15000000000000002,0.9262943149296111,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.15000000000000002,0.9611807240349312,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.15000000000000002,0.815861125821277,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.15000000000000002,0.9257465539777134,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.15000000000000002,0.8589906474594107,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.65,-0.1,0.9813059753831477,0.04570054152531294,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.65,-0.1,0.9513190701534237,0.04570054152531294,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.65,-0.1,0.903066282608847,0.04570054152531294,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.65,-0.1,0.976359347029835,0.04570054152531294,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.65,-0.1,0.9169410961654848,0.04570054152531294,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.65,-0.1,0.9263571369721804,0.04570054152531294,5,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.65,-0.1,0.9612042987957831,0.04570054152531294,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.65,-0.1,0.8159180819927776,0.04570054152531294,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.65,-0.1,0.9257558413316227,0.04570054152531294,6,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.65,-0.1,0.8590309616154022,0.04570054152531294,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.7,0.9815654404369687,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.7,0.9503366300433657,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.7,0.8989902777404868,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.7,0.977726198736405,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.7,0.9128504315262284,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.7,0.9231135550394631,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.7,0.9625095953774916,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.7,0.8130103859659672,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.7,0.9246774470419902,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.7,0.8566206435363958,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.6499999999999999,0.9815660793824917,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.6499999999999999,0.9503439689841441,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.6499999999999999,0.8990773261174199,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.6499999999999999,0.9777514092149332,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.6499999999999999,0.9129372075842865,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.6499999999999999,0.923173024108187,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.6499999999999999,0.9625325537333869,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.6499999999999999,0.8130642867128666,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.6499999999999999,0.9246863419629102,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.6499999999999999,0.8566589316189007,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.6,0.9815667182478169,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.6,0.9503513112763312,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.6,0.8991645301433222,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.6,0.9777766011067559,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.6,0.9130241371919036,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.6,0.923232577771907,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.6,0.9625554957568089,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.6,0.8131182653675046,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.6,0.924695241439135,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.6,0.8566972642219255,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.5499999999999999,0.9815673570329142,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.5499999999999999,0.9503586569160107,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.5499999999999999,0.8992518893045994,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.5499999999999999,0.9778017743617119,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.5499999999999999,0.9131112198455343,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.5499999999999999,0.9232922157888048,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.5499999999999999,0.9625784214056023,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.5499999999999999,0.813172321704818,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.5499999999999999,0.9247041454647817,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.5499999999999999,0.8567356412347517,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.5,0.9815679957377529,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.5,0.9503660058992532,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.5,0.8993394030812616,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.5,0.977826928929861,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.5,0.913198455035435,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.5,0.9233519379147253,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.5,0.962601330637792,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.5,0.8132264554975303,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.5,0.9247130540339483,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.5,0.8567740625458014,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.44999999999999996,0.9815686343623037,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.44999999999999996,0.9503733582221211,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.44999999999999996,0.8994270709469194,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.44999999999999996,0.9778520647614796,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.44999999999999996,0.9132858422456616,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.44999999999999996,0.9234117439031793,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.44999999999999996,0.9626242234115774,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.44999999999999996,0.8132806665161533,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.44999999999999996,0.9247219671407129,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.44999999999999996,0.8568125280426379,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.39999999999999997,0.9815692729065345,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.39999999999999997,0.9503807138806617,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.39999999999999997,0.899514892368789,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.39999999999999997,0.9778771818070667,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.39999999999999997,0.9133733809540747,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.39999999999999997,0.9234716335053407,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.39999999999999997,0.9626470996853403,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.39999999999999997,0.813334954528987,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.39999999999999997,0.9247308847791358,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.39999999999999997,0.8568510376119673,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.35,0.9815699113704172,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.35,0.950388072870914,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.35,0.8996028668076916,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.35,0.9779022800173394,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.35,0.9134610706323383,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.35,0.9235316064700537,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.35,0.962669959417639,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.35,0.8133893193021215,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.35,0.9247398069432565,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.35,0.856889591139637,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.3,0.9815705497539199,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.3,0.9503954351889038,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.3,0.8996909937180573,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.3,0.9779273593432368,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.3,0.9135489107459236,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.3,0.9235916625438271,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.3,0.9626928025672108,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.3,0.8134437605994387,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.3,0.9247487336270959,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.3,0.8569281885106365,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.25,0.9815711880570139,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.25,0.9504028008306472,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.25,0.8997792725479263,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.25,0.977952419735917,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.25,0.9136369007541116,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.25,0.9236518014708395,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.25,0.9627156290929726,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.25,0.8134982781826114,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.25,0.9247576648246559,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.25,0.8569668296091004,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.2,0.9815718262796665,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.2,0.950410169792146,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.2,0.8998677027389569,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.2,0.977977461146761,0.06256615217393063,2,False,True
claude_opus_4_8_max,Claude Opus 4.8 (max),coding,equal,0.675,-0.2,0.9137250401099978,0.06256615217393063,7,False,False
gemini_3_1_pro_high,Gemini-3.1-Pro (High),coding,equal,0.675,-0.2,0.9237120229929415,0.06256615217393063,6,False,False
deepseek_v4_pro_max,DeepSeek-V4-Pro Max,coding,equal,0.675,-0.2,0.9627384389540204,0.06256615217393063,3,False,True
deepseek_v4_flash_max,DeepSeek-V4-Flash Max,coding,equal,0.675,-0.2,0.8135528718111068,0.06256615217393063,10,False,False
qwen3_8_max,Qwen3.8-Max,coding,equal,0.675,-0.2,0.9247666005299181,0.06256615217393063,5,False,False
glm_5_2_max,GLM-5.2 (max),coding,equal,0.675,-0.2,0.8570055143183041,0.06256615217393063,9,False,False
kimi_k3_max,Kimi K3 (max reasoning),coding,equal,0.675,-0.15000000000000002,0.9815724644218516,0.06256615217393063,1,True,True
gpt_5_6_sol_max,GPT-5.6 Sol (max),coding,equal,0.675,-0.15000000000000002,0.9504175420693951,0.06256615217393063,4,False,False
gpt_5_5_xhigh,GPT-5.5 (xhigh),coding,equal,0.675,-0.15000000000000002,0.8999562837264219,0.06256615217393063,8,False,False
claude_fable_5_max,"Claude Fable 5 (max, with fallback)",coding,equal,0.675,-0.15000000000000002,0.9780024835273691,0.06256615217393063,2,False,True
